,id,text,time_created
2,yaBrQbt7kMrbXAo6qrzpYw,"We've stopped in a few times for small snacks (cookie-type things) over the years, since this place is right around the corner from where our kids used to...",2020-02-11 16:49:09
0,iJtJ3W_o0uHtHmLkcjI3Gw,"I go here, no joke, everyday for an Iced Tea. They have the cutest store and they have the best and reasonably priced tea around. Can't say enough about...",2019-12-13 10:07:15
1,iJtJ3W_o0uHtHmLkcjI3Gw,Gave it another few tries. They don't care. There's about as much concern for the customers as someone minding a laundrymat. I'm now actively avoiding this...,2019-12-23 07:29:43
2,iJtJ3W_o0uHtHmLkcjI3Gw,"I love this cafe. It's the perfect working environment, with a good mix of cozy couches and ample table space. Although it gets busy, I've never had trouble...",2019-11-06 07:59:17
0,0LtLFRGu0SYc3i4nGIabmA,"I absolutely love this place!! Their bagels are nice and soft especially their French toast bagel! Also, their employees were very polite and helpful. Ask...",2020-01-24 07:21:20
1,0LtLFRGu0SYc3i4nGIabmA,Stopped in as I passed by for a morning breakfast and the customer service has somehow gotten worse than last time. The employees act like they are doing...,2020-02-21 17:16:19
2,0LtLFRGu0SYc3i4nGIabmA,The bagel was hard as a rock and the girl who rang me up was rude as hell. My plain cream cheese had hints of onion so you can tell they don't clean and or...,2020-01-10 04:56:14
0,Etg2R7kFSSExsvki0sOqug,"Best roast beef sandwich I've had hands down. Roast beef cheese with carmelized onions and gravy, I prefer on a semolina hero. The ice cream is also very good!",2020-04-06 12:13:16
1,Etg2R7kFSSExsvki0sOqug,"Ordered a takeout in this place, although I like to have meal inside, but because of that covid situation they offer only pickup and delivery services....",2020-03-19 09:01:40
2,Etg2R7kFSSExsvki0sOqug,"We split a fried buffalo shrimp sandwich and a roast beef with cheese and onions. OMG delicious! We also ordered a side of potato croquettes, broccoli rabe...",2020-03-03 09:42:19
0,8a4gmh_gjbB9tKcroYYGeA,This area desperately needed a good bagel shop and I'm so glad that we now have Gabe's. This is a great strip of stores on Ridgedale with plenty of food...,2018-11-30 19:01:44
1,8a4gmh_gjbB9tKcroYYGeA,"I just had a freshly made bagel with a large smear of lox cream cheese and it was only 4 bucks! When I say large, it's like every bite you have the amount...",2019-04-11 06:53:15
2,8a4gmh_gjbB9tKcroYYGeA,Shake hands with Bagels!! Awesome local bagel place serving some freshly prepared bagels for cream cheese or breakfast sandwich consumption. Gotta try...,2018-05-17 07:15:22
0,Vm5IE56Cs-j-9vL5pM-ZjA,"This is the cutest family bakery! If you're looking for a family owned, local, delicious spot, look no further. The owners and staff are extremely nice....",2020-04-07 12:26:50
1,Vm5IE56Cs-j-9vL5pM-ZjA,So so good! Would go hear any day of the week! Everything was delicious and the people were super helpful and detailed about what goes into their food. High...,2020-04-07 12:31:14
2,Vm5IE56Cs-j-9vL5pM-ZjA,Great spot to visit for a quick on the go snack and very welcoming/attentive staff! Would recommend either the banana bread or one of their breakfast sandwiches,2020-04-07 11:52:45
0,qJKpT5IBm5q3b4BbskWpZw,The bagels are good but the staff working the register are RUDE and DISRESPECTFUL.  They look at you like they are going to kill you if you ask for a bag or...,2019-09-15 18:27:36
1,qJKpT5IBm5q3b4BbskWpZw,Ooh awesome hot bagels with the right amount of chew. Throughout the morning they are making them fresh. but then it's time for lunch! The sandwiches are...,2020-01-04 16:26:53
2,qJKpT5IBm5q3b4BbskWpZw,Nicky boy well Recommend my stomach has never been so happy to eat something...it did a dance after I ate that sandwich.if I diddnt know better I would of...,2019-12-12 12:05:02
0,EjnhjQqJtSgR9jrE3e3Zsw,"Fast, friendly, and it doesn't stink like fried food in here. Prices are very reasonable. Great go-to for breakfast or any time of day. Very clean. I'll be...",2020-01-13 06:48:16
1,EjnhjQqJtSgR9jrE3e3Zsw,I go here every Saturday and the fact that they gave me this bagel like this is unacceptable. I took it to go so I had no idea until I got home.,2020-04-04 09:27:39
2,EjnhjQqJtSgR9jrE3e3Zsw,"First time coming to a bagged shop in weschester. Being that I'm from new york city, home of the best bagels, i would say this bagel shop is far from a 4...",2020-01-23 09:32:30
0,89CU-YUwK-4cXJmgAbBmIg,"Been coming here for 3 months now, and the place is still excellent. Regardless of the fact that there's a worldwide pandemic, TK's Deli is always open for...",2020-03-26 16:08:43
1,89CU-YUwK-4cXJmgAbBmIg,Go to deli for lunch since I work down the block. Love it! Always clean and literally have everything you need. Always some type of deal or promotion on...,2020-03-04 11:27:00
2,89CU-YUwK-4cXJmgAbBmIg,Really really good. One of my go-tos. I've never been to this place in person but I've ordered delivery from them a few times and they never disappoint. I...,2020-03-25 16:29:48
0,57qSiQxn2KV6Q4HFsud04Q,"I found a new place to love. Fresh and delicious bagels. I looked at the food and wanted to try a little bit of everything. When I remembered to take a pic,...",2020-01-24 08:42:32
1,57qSiQxn2KV6Q4HFsud04Q,"Excellent, went the week of Hanukkah. Fresh Hanukkah donuts, ordered egg and cheese on am everything bagel, quality ingredients cooked to perfection.",2020-01-18 19:14:05
2,57qSiQxn2KV6Q4HFsud04Q,"I thoroughly enjoyed this place. It is everything I could want from a bagel shop. They've got the bagels, the coffee (to which a whole wall is reserved) and...",2019-11-13 20:06:05
0,ZkzfvzknQN5qdslUWARIqQ,A beautiful little spot found in Brooklyn perfect for brunch and breakfast either with girlfriends or family. I must comment on the peaceful setting and the...,2020-03-01 12:04:32
1,ZkzfvzknQN5qdslUWARIqQ,I love this cafe- very good atmosphere. I just moved to ridgewood and this is becoming the place I go to to eat some food and do computer work. There are...,2019-11-03 10:08:01
2,ZkzfvzknQN5qdslUWARIqQ,"Amazing lil breakfast spot . 
The bread is always fresh !

The Breakfast platter comes with a side salad with cucumber , tomato and feta that melts in your...",2019-10-03 07:06:32
0,VDPU_uI93xjbyRjxYUAQ2g,"NYC Deli and Bagels was truly an exceptional bagel shop. 

Not every bagel shop offers more than your plan bagel with various seeds. This bagel shop offers...",2019-01-24 06:37:38
1,VDPU_uI93xjbyRjxYUAQ2g,"Great place. Pretty quick with the order, although I was the only one in line. I went in around 730am and was out within 5 minutes. Will definitely be back....",2019-02-27 13:12:14
2,VDPU_uI93xjbyRjxYUAQ2g,"Really nice guy at the front counter, but food was not good. Our bagel sandwiches were super dry and tasted super oily. We also ordered pepperjack cheese...",2018-12-29 12:11:57
0,5wPuuBi8fxhgpfAjYG2O8w,Sooo good. Goto spot for breakfast and a lot of times lunch lol. They have a pretty big selection of different kinds of food. Service there is quick and...,2019-02-17 17:47:09
0,ZjURVd4EPAQccOJPULfzDQ,"I've never had more heavenly bagels in my life. I wish they were open later so I can come here instead of getting DD hard bagels lol. 

But sooooo good esp...",2020-02-29 19:22:22
1,ZjURVd4EPAQccOJPULfzDQ,"I was able to find parking in a small private parking lot on the side of the building. When I walked in, it was uniquely decorated with books etc. I liked...",2020-02-27 17:05:05
2,ZjURVd4EPAQccOJPULfzDQ,"Not too shabby! ‍ I wanted a quick bite and some coffee and maybe a little pastry and got it all plus watched Parks & Recs while I ate. 

There aren't a lot...",2020-02-12 13:50:46
0,-xsfZuzXvjGZefnMMvlL5w,I stopped here for a bagel and the place is pretty quiet and has a great menu. The prices are fair and the food quality is really good. By far the best...,2012-08-12 05:57:07
0,39g9pylx-xeIHihTe76HbA,"I've walked by the place many many many times. Never knew they were vegan. But maybe I shouldn't say ""walked by"". Does it count when you're up the block...",2019-12-20 22:02:53
1,39g9pylx-xeIHihTe76HbA,"I'm reviewing them for breakfast. This place is an unusual plant-based Italian cafe, with a nice corner atmosphere. I stopped in a couple of times for a...",2019-11-21 06:42:30
2,39g9pylx-xeIHihTe76HbA,"This is a hole in the wall! If you are ever in the area and looking for a cozy brunch place, I highly recommend Fermento! I've been here so many times and...",2020-01-16 19:14:46
0,kTSejIjmKGsK1Erwdser4g,"For what it is, this place is excellent! It's the closest place you can grab a meal to JTS and UTS. It's not kosher, but they don't have any meat, just fish...",2019-11-20 13:21:42
1,kTSejIjmKGsK1Erwdser4g,"Yum!  Delicious avocado salad with peppers, tomatoes and red onions.
Excellent veggie burrito 
GINORMOUS quiche.
Lots of wonderful homemade",2019-08-12 10:46:31
2,kTSejIjmKGsK1Erwdser4g,"Solid local place - great coffee and sandwiches. 

I go here every weekday morning for my coffee. Both the iced and hot coffee does the trick for an...",2018-10-13 12:20:46
0,iF1wqaFU-JgElX1lCGda6A,I've never had Chinese crepe before and it is absolutely delish. The staff  Is so friendly welcoming and the place is so Zen. I'm so glad I walked in and I...,2020-02-08 11:05:53
1,iF1wqaFU-JgElX1lCGda6A,"Whether you're from Alaska or Alabama
Whether you're a cop or just got out the slammer
Whether you like Arnie or you're a Jean Claude Van Dammer
The best...",2019-03-16 00:22:35
2,iF1wqaFU-JgElX1lCGda6A,"If you are looking for a great dirty chai latte, or a delicious cup of coffee, there are plenty of GREAT locations throughout New York. But, if you want to...",2019-11-25 07:46:47
0,wHKe53FbmN4RXltt_-VG8A,"Honestly, this is my quick go to spot to go to when I want some coffee and huge bagels. A big plus to this place is that they are cheaper than the rest of...",2017-12-15 13:57:34
1,wHKe53FbmN4RXltt_-VG8A,"Not a bad value for money if you get the corporate discount... banana for $0.31, was used to more like $1 back in the old place.  A breakfast sandwich is...",2016-12-01 20:42:41
0,X__xiM9Vdf_s2afHgVogCw,came here for a rainbow bagel & they had rainbow bagels. They bagel was soft yet crispy on the outside as a bagel should be. I believe they offered confetti...,2020-03-03 04:39:27
1,X__xiM9Vdf_s2afHgVogCw,I ordered a bagel with boarshead oven roasted turkey here. Because I didn't say oven gold the guy behind the counter tried to feed me their fake homemade...,2020-01-09 13:44:55
2,X__xiM9Vdf_s2afHgVogCw,"When thinking about the staple foods of the NY/NJ area, you think of Bagels and Pizza. While a breakfast pizza would have been a savory idea now that I...",2019-10-26 07:43:44
0,sR60I9PI_63noBQcGoIrbw,Came here because one of my friends did and so happy I did. I came back before I left NY. Food was so yummy and my husband loved the Moroccan mint tea. He...,2020-02-21 09:01:16
1,sR60I9PI_63noBQcGoIrbw,Pause cafe has quality products. I often go for coffee drinks or smoothies but recently tried the green bowl and I loved it! It felt like a nice healthy...,2020-02-26 19:08:21
2,sR60I9PI_63noBQcGoIrbw,"Been wanting to try this place for a while and finally made my way there. Super crowded mid day on Saturday. We got a smoothie bowl, french toast, and a...",2020-01-23 15:20:21
0,NQsjljhkgdFUDma2KarC4g,"The bagels here are not New York bagels, it's overpriced and undercooked. Thick doughy bagels with not enough cream cheese! Don't bother coming here for...",2019-02-25 09:01:39
1,NQsjljhkgdFUDma2KarC4g,"Gave them 3 tries and that's that.  Stopped again here this AM, 7:30.  Virtually no bagels in the show case.  Took a plain with butter, asked the guy to...",2019-03-03 16:12:06
2,NQsjljhkgdFUDma2KarC4g,"Your typical bagel store, just with friendlier staff. I live a few blocks away and have been going here for years. My mother and I used to stop by every...",2017-05-23 04:15:21
0,KWPqhblxnHeuwN7fFqGkHg,"I like this place.  I usually just get a cold brew and sometimes a gluten-free pumpkin muffin (sooooo good).

The staff can be hit or miss.  My order is...",2020-01-29 10:14:18
1,KWPqhblxnHeuwN7fFqGkHg,"I think it's safe to say that not all Konditori's are made equal.

Loves:
+ Good location
+ Decent selection of pastries and drinks
+ Friendly staff
+ Free...",2020-03-20 15:37:27
2,KWPqhblxnHeuwN7fFqGkHg,"First review!

I used to go here very frequently but there's this barista lady who came in recently and she seemed super dissociating. (It might be her RBF...",2019-11-18 16:17:00
0,-ZXuigrnHtaNHjyQukOAQg,"Elk Cafe is a family-run, local Brooklyn coffee shop right next to beautiful Prospect Park. They have a spacious backyard, is very family-friendly, and...",2020-02-26 09:12:05
1,-ZXuigrnHtaNHjyQukOAQg,Elk Cafe is back!  I've been coming here for several years and was dismayed when it closed last fall.  But the new owners have cleaned it up and it's great...,2020-03-03 06:39:06
2,-ZXuigrnHtaNHjyQukOAQg,"Closed by the city for health code violations. How is this place so dirty the food is all pre made. Look it up, gross",2019-10-16 12:33:46
0,8sPvW08yqz4i5pWsJyM3Zw,"Great tasty bagels.  Clean establishment and courteous service.  My onion bagel tasted great!
Much better then bagels stores at Bob's in Lyndhurst, worth...",2020-02-19 12:18:27
1,8sPvW08yqz4i5pWsJyM3Zw,Is there a bigger crime to humanity than a bagel with absolutely zero crust/crunch?!  Just some blob of barely cooked dough that you might find at the...,2019-04-26 01:49:44
2,8sPvW08yqz4i5pWsJyM3Zw,"Would've given it a 5/5 but the lady who helped me was unfriendly beyond words. It was almost like she didn't want the business, but the bagel was awesome...",2019-10-21 07:13:20
0,Btt2qfT58Xms9ACmtUPa9g,We love the food here. Bagels are fabulous! Owner is an absolute delight and his employees are always nice.,2020-03-22 13:57:01
1,Btt2qfT58Xms9ACmtUPa9g,My boyfriend and I are always looking for a new bagel spot to try and we came across this spot. We both got the Jamaican coffee - never again! It tasted...,2020-01-26 11:03:25
2,Btt2qfT58Xms9ACmtUPa9g,"Spotted this place in a strip mall on my way to an event, easy to pull into the strip mall and easy for me to park, but it was not lunch time. There is...",2019-05-30 04:03:19
0,6gPTgbbfQ8s4g-V6o80Bbw,I was craving a real Italian hero sandwich and this place hit the spot! The hero bread itself was delicious and soft. The sandwich was loaded with meat...,2019-08-11 08:35:42
1,6gPTgbbfQ8s4g-V6o80Bbw,"Finding a local neighborhood deli gem is tough but we found it! Thanks to local Yelpers, hubby and I decided to scope this place out with some friends...",2018-07-31 20:08:20
2,6gPTgbbfQ8s4g-V6o80Bbw,"There are many things something special about Continental Lunchonette that has kept them fully functional and quite busy for over twenty years.

The...",2017-08-16 07:11:54
0,huxqhCdgThmY-r5x1cVrrA,Best neighborhood corner store in Brooklyn! The people who work here are lovely and the store is surprisingly well-stocked,2019-11-16 15:24:52
1,huxqhCdgThmY-r5x1cVrrA,"Very good place
Hallo Lorna D 
If you have a problem with Ice Cream   was the company fault not us you could come back to the store and get another one for...",2019-10-04 15:07:48
2,huxqhCdgThmY-r5x1cVrrA,"Bought a pint of ice cream and it turned out to be very old. Tasted very off. Have never bought old ice cream ever, so unfortunately now I know what it...",2019-09-20 22:16:39
0,XT_5b_PQvYivc1T9RPdS3A,"Champs is like my cafeteria. IMO, their lentil soup is the best in the city. Really good clam chowder. Good sandwiches, great breakfast. And great staff -...",2020-01-21 16:17:50
1,XT_5b_PQvYivc1T9RPdS3A,"Ehh... disappointed! I can't find any other way to describe this place. I went in with extremely good thoughts about this place, only to be let down. 

My...",2018-05-01 06:30:25
2,XT_5b_PQvYivc1T9RPdS3A,"After about 9 months of consistently using them for personal and catering delivery, plus personal pick-up, I gotta bump these hard-working folk up to a...",2018-02-09 08:18:17
0,ZpM4wyUdWJFdd9ICtJJm8Q,Hands down the best frozen yogurt. I make a stop here every visit and usually when heading to LGAZ I get the peanut butter frozen yogurt with toasted...,2020-02-08 10:31:50
1,ZpM4wyUdWJFdd9ICtJJm8Q,"I wouldn't mind paying the steep prices if the quality of the foods hadn't gone down so much. The crabcakes, which I went out of my way to get, used to have...",2019-11-03 16:41:09
2,ZpM4wyUdWJFdd9ICtJJm8Q,"This is a high end Upper East Side deli / market. The best part of this place is their massive selection. Besides the typical groceries and produce, they...",2019-02-15 13:39:42
0,nU4XBdvxDABXqZ6CnB8Dig,"If you want to try the pancakes here, the secret is to come at night and not during brunch, as there was pretty much no line at night, and it made for a...",2020-04-04 20:39:08
1,nU4XBdvxDABXqZ6CnB8Dig,This is definitely one of the best brunch places in NYC.  My friend was visiting from Atlanta and was willing to wake up early on a Saturday morning for...,2020-03-25 18:18:36
2,nU4XBdvxDABXqZ6CnB8Dig,"CASH ONLY

Everything was sooo amazing! I ordered the blueberry pancakes and sugared cured bacon. I loved how savory the bacon was and have not had such...",2020-03-22 18:09:35
0,yuADDB0087gWVzo9Zep9FA,"Cute small coffee shop. Currently on a diet so I didn't try the pastries, but they look delicious.

Big pro for me is they serve both iced coffee AND...",2018-08-26 09:23:04
1,yuADDB0087gWVzo9Zep9FA,"Cinnamon is my favorite spice, and I'm always on the lookout for standout vegan options so I was excited to check out Cinnamon Girl. 

The results were...",2018-05-05 10:15:46
2,yuADDB0087gWVzo9Zep9FA,"Decent pastries. Absolutely horrible service.
Like many of you here, I gave them at least 3 chances.
Everytime I come in to buy something, I left...",2019-05-13 07:24:27
0,bMepacmKDTwCdHJAU860bQ,The coffee is super good. The barista was really kind and friendly and made me a swan in my cappuccino!! Will definitely return here!,2019-11-10 16:21:05
1,bMepacmKDTwCdHJAU860bQ,"While walking in the area we just dropped by there for a coffee. 
It is a small cute coffee place with some really good coffees. 

Pros:
-Good cute place...",2019-08-24 17:16:40
2,bMepacmKDTwCdHJAU860bQ,"Tried this amazing small coffee shop at union Square corner.

Large Iced Lavender Latte - loved the lavender iced latte. It's a little sweet for my taste...",2019-08-24 16:57:36
0,MWfq0o_U6UrcAJjcV-JlAQ,"best burgers and awesome customer service. after a long night of work, best place to order my favorite  meal. delivery is fast, hot and awesome. if any...",2020-01-25 09:30:13
1,MWfq0o_U6UrcAJjcV-JlAQ,"I will be short with this review: Sunset Bagels has expanded to other ideas over the last several years, but the ridiculous price points still exists. I'm...",2019-02-28 02:31:51
2,MWfq0o_U6UrcAJjcV-JlAQ,"I honestly don't get the hate I'm reading in other reviews.  Seems to be about their cost.  OK, I get it; they aren't the cheapest place around.  But the...",2019-08-06 20:33:45
0,fNzbSHk9DLAcGj0FzDMskw,"Just wanted to drop a line, and express how happy I was with Antonette!!

Antonette, on short notice, gave me everything I needed to pull off a last minute...",2020-03-06 11:31:03
1,fNzbSHk9DLAcGj0FzDMskw,"Okay well now I feel like a jerk, got ROTD on this one but it doesnt truly highlight how much I actually love this place. 

To start, everyone who has...",2020-01-26 09:03:21
2,fNzbSHk9DLAcGj0FzDMskw,The foods good but expensive (I'm new to the area so maybe it's competitive but the same sandwich is half the price in Deer Park). It's also the slowest...,2020-04-10 15:24:59
0,6PwI_HV9JB8ZM0vbgfVGdA,These are the best bagels I've ever had. They don't even need a spread (I've eaten them fresh with nothing on them). The shop keeps it really simple: no...,2020-01-20 09:59:09
1,6PwI_HV9JB8ZM0vbgfVGdA,Best of the best. I don't know what people have eaten who's writing bad reviews. I have tried all different bagels maybe not as much in Westchester as I...,2019-12-08 08:21:10
2,6PwI_HV9JB8ZM0vbgfVGdA,"Very good bagels! 

Don't come here and plan I'm getting the works. All they have are the staple spreads: butter, jelly, and a few cream cheese flavors....",2019-03-15 07:55:53
0,saUL4G6DkpacnQlAwDNDjw,My family from all over has been coming here for years for their Pretzel Rolls! They are truly to die for! They are located on a main road in...,2019-10-28 12:11:22
1,saUL4G6DkpacnQlAwDNDjw,"Stay away! My boyfriend was in the neighborhood and decided to buy some treats to surprise me. He told me that upon entering, the bakery didn't look that...",2019-11-14 16:59:47
2,saUL4G6DkpacnQlAwDNDjw,"What a great bakery... Very local... Serene... Comfortable... Environment to enjoy basically homemade baked goods... Pretzel bread is amazing, bagels -nice...",2019-03-28 09:30:19
0,5HUIrr9wip_mdxh4toFXZg,"The best people and service in the neighborhood!!!
Everyone here knows how to make your to-order special. What a great team and ohh the food...Great...",2015-06-23 06:25:40
1,5HUIrr9wip_mdxh4toFXZg,This is the worse bakery ever.  The owner attitude stinks. Their bagels are awfully awful.  They never get the order right.  Everyday the price goes up for...,2019-08-02 07:32:21
2,5HUIrr9wip_mdxh4toFXZg,Awful experience. They consistently get orders wrong but yesterday's was the worst. They have people that don't understand English working. That is not a...,2019-04-09 06:41:16
0,TGzunE1-s5F2f7L2xDXNaA,"BEST DELI IN THE 'WICK! Louis is the most amazing sandwich making, pancake pouring, turkey bacon frying man around! Thank you for making my weekends bright...",2019-02-24 07:40:17
1,TGzunE1-s5F2f7L2xDXNaA,"This corner store makes the absolute best bacon, egg, cheese and avocado sandwiches around!! I am a lover of this sandwich on an everything bagel, which can...",2017-11-28 02:33:55
2,TGzunE1-s5F2f7L2xDXNaA,This place is right in the corner of my house and it has amazing snacks and sandwiches. The staff is friendly and the place is always clean,2017-03-11 16:41:53
0,_G6lH3rUyhyIxXHyQWFlag,"I mostly get my bread from Bein. 

They have great bakery items but I'd say it's kinda pricey compared to other options in Brooklyn.

I mostly buy bread...",2020-02-23 13:56:23
1,_G6lH3rUyhyIxXHyQWFlag,"Bien Cuit was one of my go-to coffee shops when I lived in Brooklyn. It's in a great, accessible area and offers a nice selection of fresh baked goods.

I...",2020-01-30 07:03:48
2,_G6lH3rUyhyIxXHyQWFlag,"Gosh where do I start with this little place. 
I first came across this bakery when my husband and I moved to brooklyn several years ago. It makes us both...",2019-12-04 14:06:55
0,eQz7gXepvLQBFapDckic2g,"Stopped in early Sunday morning.
Great everything bagel with veggie cream cheese.
Will definitely be back",2018-06-10 19:40:13
1,eQz7gXepvLQBFapDckic2g,Bagels here are actually pretty decent above average. And $1 each (no CC) makes them much more reasonable than hand rolled up the street. $2.50 with...,2019-09-01 06:06:39
2,eQz7gXepvLQBFapDckic2g,"I been looking for a good bagel place since my old favorite bagel shop closed down in Woodside, Queens. This place is not bad they have specials for...",2018-08-11 23:03:38
0,ysqgdbSrezXgVwER2kQWKA,"I was disappointed with Grimaldi's before and realized it was just touristy and that was all, but I was actually pretty impressed with Juliana's. The...",2020-02-28 18:21:43
1,ysqgdbSrezXgVwER2kQWKA,"Overall Score: 3.75 Stars (Expected More)

After waiting in line, we ordered a Marguerite pizza. Took 25-30' to come and it was barely warm! It was also...",2020-03-11 23:31:00
2,ysqgdbSrezXgVwER2kQWKA,"I thought I found my go-to pizza but if you are in Brooklyn, definitely try this place. I stumbled upon this place after an evening stroll exploring...",2020-02-21 18:25:45
0,GH-NVjwfBvCmA9vSci_ehg,"Live right near this place so I've tried to come here for sandwiches, quick beer pick ups, OJ runs and more. Every time I try to buy things here, I get...",2020-02-02 12:02:25
1,GH-NVjwfBvCmA9vSci_ehg,This deli is nice and clean!! Nothing like a clean deli. I've been here several times and it's usually not that busy. I've tried the breakfast sandwiches...,2018-01-28 13:28:26
2,GH-NVjwfBvCmA9vSci_ehg,TERRIBLE!!!!! Literally so gross. They put A slice of meat and A slice of cheese and GLOBS of mayo when I specifically asked for a small amount. I can't...,2018-03-17 09:15:13
0,5Cl4fAdMcMwHh36iCn52eQ,"Love this place, miss running in on my way to work. The ladies who work there are awesome bagels, pastries always fresh,  excellent service shout-out to Elvira",2020-02-21 10:31:23
1,5Cl4fAdMcMwHh36iCn52eQ,"I really wanted to love this place because all the reviews were positive but the coffee was weak and tasted watered down, I tried a turnover, muffin, and...",2018-12-20 23:34:10
2,5Cl4fAdMcMwHh36iCn52eQ,"Worst customer service ever!! Only 2 sizes of iced coffee, minimum is $10 to use a card which is ridiculous ly pricey and the attitude of the Manager was...",2019-04-30 13:00:01
0,cBHGXowGSw3XB4mq8ELo9g,"We are all entitled to our own opinions, right? Well here's mine:

Parking: 3
Location: 4
Decor/ambiance: 4
Customer Service: 5+

Good ole Sal! So glad we...",2018-12-13 07:03:29
0,SGkJanKe0-T1C3Fp4SSdYQ,"I stop here on my way to work at times. My favorite is egg bagel toasted with olive cream cheese. It's so fresh and olive cream cheese is so good. 
 I will...",2018-08-15 05:24:43
1,SGkJanKe0-T1C3Fp4SSdYQ,This place is a joke. $1.75 for m&m. The people working there give everyone nasty looks. If you're going to charge prices that exceed even midtown Manhattan...,2019-10-03 06:14:53
2,SGkJanKe0-T1C3Fp4SSdYQ,"I just got ripped off for $8.75 for turkey, Swiss and mustard on toast. No lettuce or tomatoes. With my water it totaled $11.69. 
I asked about the sandwich...",2019-10-09 05:04:51
0,VLZVwG3EHlEsQa2zgtM5RQ,Outstanding friendly service With excellent quality food at a reasonable price. Also one of the best beer deals in the city. The young ladies come take your...,2020-01-20 05:36:54
1,VLZVwG3EHlEsQa2zgtM5RQ,"Unfortunately I have to leave 1 star but the mexican girls attitude in the front is terrible. Everything was a fail. They don't deserve their jobs, please...",2019-02-03 09:33:04
2,VLZVwG3EHlEsQa2zgtM5RQ,"Conveniently located in the second floor of the ferry terminal, its in the perfect place for people to grab a bite before they get on the ferry itself....",2017-05-09 03:08:59
0,Uc2RN5pw1tsPI3uIqJfw1Q,Keeping kosher just got easier for years I couldn't find a place to replicate the whopper they nailed it. When I got the classic burger with avocado and...,2019-08-28 11:40:14
1,Uc2RN5pw1tsPI3uIqJfw1Q,Very pricey not worth it. Oh and they are also Selling same pastry they buy pre-made and sell for twice the price from everyone else and claim it named on...,2019-07-18 06:12:14
2,Uc2RN5pw1tsPI3uIqJfw1Q,Cafe' 28 is at a perfect spot right next to the Broadway J & M train station and opens early morning so on your way to the train you can always stop in for...,2016-10-28 05:49:43
0,x0mkbKy70EhEXOIsJGkc4w,"Love this place! Pleasant staff, fast, consistently good food. The most affordable deal, just remember to bring cash!!",2020-01-30 08:32:10
1,x0mkbKy70EhEXOIsJGkc4w,"Doors away from my Doctor's office and I'm starving. I come upon Mike's Coffee and Deli and the aroma was delightful. Fresh bacon frying on the grill, the...",2019-06-20 20:54:56
2,x0mkbKy70EhEXOIsJGkc4w,"Cheap, no thrills, exactly what a NYC sandwich counter should be. Where in Midtown can you still get a baconeggandcheese for $3.50?!?! No where. Really...",2019-08-22 18:30:52
0,MYYWU9rEIRZw43lACKXzTQ,"This is a cute little hidden spot in soho. Prices are great, especially for the variety of things they carry. 

I got a plain Darjeeling Earl Grey, $3 and...",2020-01-04 13:21:03
1,MYYWU9rEIRZw43lACKXzTQ,"A small, hidden coffee shop, in the Bowery/East Village area. 

I had some time to kill before I checked out of my hotel, so I popped into Yours Truly to...",2020-03-06 11:02:09
2,MYYWU9rEIRZw43lACKXzTQ,"This coffee shop is really at great location, and I liked to stop by often to do some work and a coffe.
But....
There is a huge problem with stuff working...",2020-02-04 09:58:06
0,oXcklrwG266XY3qyADCTWw,"So this place is down the street from the car wash which can take, at times, a hot minute to get completed. I jogged over to pick up a quick breakfast, or...",2019-09-01 07:26:24
1,oXcklrwG266XY3qyADCTWw,"Good coffee and friendly service. When I stopped in on a Saturday morning, there were a few tables having hot foods/full on breakfast plates. I had an...",2019-09-05 12:04:58
2,oXcklrwG266XY3qyADCTWw,"Love this cafe. The coffee is excellent, the food is excellent, the service is excellent.....it's just excellent. They have a perfect amount of small tod...",2019-06-17 07:57:17
0,l8PImEQKEdN03CVij9AE6g,"Loving this place for 15 years, sometimes an everyday thing and sometimes a once in a while thing, but always loving the food and cramming in tight quarters...",2020-04-06 06:43:52
1,l8PImEQKEdN03CVij9AE6g,"Solid bagel. Jersey doesn't have that many options so this was nice. Close to train station as well.

Got the everything bagel with sausage egg and bacon...",2019-10-28 13:35:10
2,l8PImEQKEdN03CVij9AE6g,Stopped by Bagelicious to grab a quick breakfast sandwich while in the area. Although there was definitely a Saturday morning rush I did not have to wait...,2019-07-17 06:15:01
0,yPtkSI5C_ksc1jD0dLuTpQ,"I'm so glad to have this great little neighborhood cafe near me. The coffee is always very solid, and the staff has never been rude to me.

Also, for such a...",2020-02-08 11:37:25
1,yPtkSI5C_ksc1jD0dLuTpQ,"I try to support our local businesses when I can. And this is easy when it's good.

The spinach pastry is so delicious, and so is the chocolate croissant....",2020-01-27 14:59:46
2,yPtkSI5C_ksc1jD0dLuTpQ,"Wow, the espresso is powerful here! One cup powered the writing of a thousand page report in half an hour. Soy, oat and almond milk an extra 50c. There's...",2019-10-27 11:17:25
0,R8OGE7C4u_22y8KL8zdHyQ,"This review is just for coffee and cappuccino !!!
The best I have ever had !!!!
It just happen that I come to this area late in the afternoon, so all of...",2020-02-25 20:07:47
1,R8OGE7C4u_22y8KL8zdHyQ,I came here a few times so far since I work nearby. The atmosphere is pleasant and very welcoming. The staff is friendly and attentive. The coffee is...,2020-01-15 20:12:09
2,R8OGE7C4u_22y8KL8zdHyQ,"One of the best coffee spots around.  Once entering you are greeted by friendly staff and you have a choice from pastries, soft drinks and other items....",2019-11-17 07:03:53
